10	0.10812	0.05887	0.08556
10.02	0.00415	0.00264	0.00598
10.04	0.00414	0.00264	0.00605
10.06	0.00413	0.00263	0.00612
10.08	0.00412	0.00262	0.00621
10.1	0.00411	0.00262	0.00632
10.12	0.0041	0.00261	0.00644
10.14	0.00409	0.0026	0.00659
10.16	0.00408	0.0026	0.00676
10.18	0.00407	0.00259	0.00697
10.2	0.00406	0.00258	0.00721
10.22	0.00417	0.00258	0.00752
10.24	0.00416	0.00257	0.00789
10.26	0.00415	0.00256	0.00836
10.28	0.00415	0.00256	0.00896
10.3	0.00414	0.00255	0.00973
10.32	0.00413	0.00255	0.01077
10.34	0.00412	0.00254	0.01218
10.36	0.00411	0.00253	0.0142
10.38	0.0041	0.00253	0.0172
10.4	0.00409	0.00252	0.02195
10.42	0.00408	0.00252	0.03014
10.44	0.00408	0.00251	0.04609
10.46	0.00407	0.0025	0.0901
10.48	0.00406	0.0025	0.39674
10.5	0.00405	0.00249	1.36226
10.52	0.00404	0.00249	1.17555
10.54	0.00403	0.00248	0.58684
10.56	0.00403	0.00247	0.13705
10.58	0.00402	0.00247	0.05183
10.6	0.00401	0.00246	0.03197
10.62	0.004	0.00246	0.02259
10.64	0.00399	0.00245	0.01733
10.66	0.00399	0.00245	0.01408
10.68	0.00398	0.00244	0.01194
10.7	0.00397	0.00244	0.01044
10.72	0.00396	0.00243	0.00936
10.74	0.00396	0.00242	0.00855
10.76	0.00395	0.00242	0.00793
10.78	0.00394	0.00241	0.00745
10.8	0.00393	0.00241	0.00706
10.82	0.00393	0.0024	0.00674
10.84	0.00392	0.0024	0.00648
10.86	0.00391	0.00239	0.00626
10.88	0.0039	0.00239	0.00608
10.9	0.0039	0.00238	0.00592
10.92	0.00389	0.00238	0.00579
10.94	0.00388	0.00237	0.00567
10.96	0.00388	0.00237	0.00557
10.98	0.00387	0.00236	0.00548
11	0.00386	0.00236	0.0054
11.02	0.00386	0.00235	0.00533
11.04	0.00385	0.00235	0.00526
11.06	0.00384	0.00234	0.0052
11.08	0.00384	0.00234	0.00515
11.1	0.00383	0.00233	0.00511
11.12	0.00382	0.00233	0.00506
11.14	0.00382	0.00232	0.00502
11.16	0.00381	0.00232	0.00499
11.18	0.0038	0.00231	0.00495
11.2	0.0038	0.00231	0.00492
11.22	0.00379	0.0023	0.00489
11.24	0.00379	0.0023	0.00487
11.26	0.00378	0.00229	0.00484
11.28	0.00377	0.00229	0.00482
11.3	0.00377	0.00229	0.0048
11.32	0.00376	0.00228	0.00478
11.34	0.00376	0.00228	0.00476
11.36	0.00375	0.00227	0.00474
11.38	0.00374	0.00227	0.00473
11.4	0.00374	0.00226	0.00485
11.42	0.00373	0.00226	0.00484
11.44	0.00373	0.00225	0.00483
11.46	0.00372	0.00225	0.00469
11.48	0.00372	0.00224	0.00468
11.5	0.00371	0.00224	0.00462
11.52	0.00371	0.00224	0.00461
11.54	0.0037	0.00223	0.00461
11.56	0.0037	0.00223	0.00461
11.58	0.00369	0.00222	0.00461
11.6	0.00369	0.00222	0.00461
11.62	0.00368	0.00222	0.00461
11.64	0.00368	0.00221	0.00461
11.66	0.00367	0.00221	0.00461
11.68	0.00367	0.0022	0.00461
11.7	0.00366	0.0022	0.00461
11.72	0.00366	0.00219	0.00461
11.74	0.00365	0.00219	0.00461
11.76	0.00365	0.00219	0.00461
11.78	0.00365	0.00218	0.00461
11.8	0.00364	0.00218	0.00461
11.82	0.00364	0.00217	0.00461
11.84	0.00363	0.00217	0.00461
11.86	0.00363	0.00217	0.00461
11.88	0.00362	0.00216	0.00462
11.9	0.00362	0.00216	0.00462
11.92	0.00362	0.00216	0.00462
11.94	0.00361	0.00215	0.00463
11.96	0.00361	0.00215	0.00463
11.98	0.0036	0.00214	0.00463
12	0.0036	0.00214	0.00464
12.02	0.0036	0.00214	0.00464
12.04	0.00359	0.00213	0.00465
12.06	0.00359	0.00213	0.00465
12.08	0.00359	0.00213	0.00466
12.1	0.00358	0.00212	0.00466
12.12	0.00358	0.00212	0.00467
12.14	0.00358	0.00211	0.00468
12.16	0.00357	0.00211	0.00468
12.18	0.00357	0.00211	0.00469
12.2	0.00357	0.0021	0.0047
12.22	0.00357	0.0021	0.00471
12.24	0.00356	0.0021	0.00472
12.26	0.00356	0.00209	0.00473
12.28	0.00368	0.00209	0.00474
12.3	0.00368	0.00209	0.00475
12.32	0.00368	0.00208	0.00476
12.34	0.00368	0.00208	0.00477
12.36	0.00368	0.00208	0.00478
12.38	0.00368	0.00207	0.0048
12.4	0.00368	0.00207	0.00481
12.42	0.00368	0.00207	0.00483
12.44	0.00368	0.00206	0.00484
12.46	0.00368	0.00206	0.00486
12.48	0.00368	0.00206	0.00488
12.5	0.00368	0.00205	0.0049
12.52	0.00368	0.00205	0.00491
12.54	0.00368	0.00205	0.00493
12.56	0.00368	0.00204	0.00496
12.58	0.00368	0.00204	0.00498
12.6	0.00368	0.00204	0.005
12.62	0.00368	0.00203	0.00503
12.64	0.00368	0.00203	0.00505
12.66	0.00369	0.00203	0.00508
12.68	0.00369	0.00202	0.00511
12.7	0.00369	0.00202	0.00514
12.72	0.00369	0.00202	0.00517
12.74	0.00369	0.00202	0.00521
12.76	0.0037	0.00201	0.00525
12.78	0.0037	0.00201	0.00528
12.8	0.0037	0.00201	0.00532
12.82	0.0037	0.002	0.00537
12.84	0.00371	0.00207	0.00541
12.86	0.00371	0.00207	0.00546
12.88	0.00371	0.00207	0.00551
12.9	0.00372	0.00207	0.00556
12.92	0.00372	0.00207	0.00562
12.94	0.00373	0.00207	0.00568
12.96	0.00373	0.00206	0.00574
12.98	0.00374	0.00206	0.00581
13	0.00374	0.00206	0.00588
13.02	0.00375	0.00206	0.00595
13.04	0.00375	0.00206	0.00603
13.06	0.00376	0.00206	0.00612
13.08	0.00377	0.00206	0.00621
13.1	0.00377	0.00205	0.00631
13.12	0.00378	0.00205	0.00641
13.14	0.00379	0.00205	0.00652
13.16	0.0038	0.00205	0.00664
13.18	0.0038	0.00205	0.00677
13.2	0.00381	0.00205	0.00691
13.22	0.00382	0.00205	0.00705
13.24	0.00383	0.00205	0.00721
13.26	0.00384	0.00205	0.00739
13.28	0.00385	0.00204	0.00757
13.3	0.00386	0.00204	0.00777
13.32	0.00387	0.00204	0.00799
13.34	0.00388	0.00204	0.00823
13.36	0.0039	0.00204	0.00849
13.38	0.00391	0.00204	0.00878
13.4	0.00392	0.00204	0.00909
13.42	0.00394	0.00204	0.00943
13.44	0.00395	0.00204	0.00981
13.46	0.00397	0.00204	0.01023
13.48	0.00398	0.00204	0.01069
13.5	0.004	0.00204	0.01121
13.52	0.00402	0.00204	0.01179
13.54	0.00404	0.00204	0.01245
13.56	0.00406	0.00204	0.01318
13.58	0.00408	0.00204	0.01402
13.6	0.0041	0.00204	0.01498
13.62	0.00412	0.00205	0.01608
13.64	0.00414	0.00205	0.01735
13.66	0.00417	0.00212	0.01883
13.68	0.00419	0.00212	0.02057
13.7	0.00422	0.00213	0.02263
13.72	0.00425	0.00213	0.0251
13.74	0.00428	0.00213	0.0281
13.76	0.00431	0.00214	0.03179
13.78	0.00434	0.00214	0.03639
13.8	0.00437	0.00215	0.04223
13.82	0.00441	0.00215	0.04983
13.84	0.00445	0.00216	0.05994
13.86	0.00448	0.00216	0.07383
13.88	0.00453	0.00217	0.09365
13.9	0.00457	0.00218	0.12336
13.92	0.00461	0.00218	0.17085
13.94	0.00466	0.00219	0.25385
13.96	0.00471	0.0022	0.41998
13.98	0.00477	0.0022	0.94382
14	0.00482	0.00221	4.21392
14.02	0.00488	0.00222	10.55876
14.04	0.00495	0.00223	7.08843
14.06	0.00501	0.00224	5.3449
14.08	0.00508	0.00225	1.60669
14.1	0.00516	0.00226	0.4962
14.12	0.00524	0.00228	0.27324
14.14	0.00532	0.00229	0.17808
14.16	0.00541	0.0023	0.12588
14.18	0.00551	0.00232	0.09406
14.2	0.00561	0.00233	0.07322
14.22	0.00572	0.00235	0.05882
14.24	0.00584	0.00237	0.04845
14.26	0.00596	0.00239	0.04072
14.28	0.0061	0.00241	0.03482
14.3	0.00624	0.00243	0.03021
14.32	0.00639	0.00246	0.02653
14.34	0.00656	0.00248	0.02356
14.36	0.00674	0.00251	0.02111
14.38	0.00694	0.00254	0.01909
14.4	0.00715	0.00257	0.01738
14.42	0.00738	0.00261	0.01594
14.44	0.00763	0.00265	0.01471
14.46	0.0079	0.00269	0.01364
14.48	0.00819	0.00273	0.01272
14.5	0.00852	0.00278	0.01191
14.52	0.00888	0.00283	0.0112
14.54	0.00928	0.00289	0.01058
14.56	0.00972	0.00296	0.01002
14.58	0.0102	0.00303	0.00953
14.6	0.01075	0.0031	0.00908
14.62	0.01136	0.00319	0.00869
14.64	0.01204	0.00328	0.00833
14.66	0.01282	0.00339	0.008
14.68	0.0137	0.00351	0.00771
14.7	0.01471	0.00364	0.00744
14.72	0.01587	0.00379	0.00719
14.74	0.01721	0.00396	0.00697
14.76	0.01878	0.00415	0.00676
14.78	0.02062	0.00437	0.00657
14.8	0.02282	0.00463	0.00639
14.82	0.02546	0.00492	0.00623
14.84	0.02867	0.00527	0.00608
14.86	0.03263	0.00568	0.00594
14.88	0.0376	0.00617	0.00581
14.9	0.04395	0.00676	0.00569
14.92	0.05224	0.00747	0.00558
14.94	0.06337	0.00836	0.00548
14.96	0.0788	0.00948	0.00538
14.98	0.10109	0.01092	0.00528
15	0.13503	0.01281	0.0052
15.02	0.19047	0.01536	0.00512
15.04	0.29036	0.01893	0.00504
15.06	0.50386	0.02413	0.00497
15.08	1.36882	0.03218	0.0049
15.1	5.98633	0.04556	0.00484
15.12	9.56562	0.07037	0.00477
15.14	5.98706	0.12767	0.00472
15.16	4.5028	0.40949	0.00466
15.18	1.27676	1.6298	0.00461
15.2	0.44135	1.81503	0.00456
15.22	0.25317	1.2619	0.00452
15.24	0.16759	0.77592	0.00447
15.26	0.11967	0.20514	0.00443
15.28	0.09005	0.08292	0.00439
15.3	0.07043	0.05023	0.00435
15.32	0.05676	0.03427	0.00431
15.34	0.04684	0.02511	0.00428
15.36	0.03942	0.01935	0.00425
15.38	0.03372	0.01549	0.00421
15.4	0.02924	0.01277	0.00418
15.42	0.02567	0.01078	0.00415
15.44	0.02276	0.00928	0.00413
15.46	0.02037	0.00813	0.0041
15.48	0.01838	0.00722	0.00407
15.5	0.01671	0.00649	0.00405
15.52	0.01529	0.00589	0.00402
15.54	0.01407	0.0054	0.004
15.56	0.01302	0.00499	0.00398
15.58	0.01211	0.00464	0.00396
15.6	0.01131	0.00435	0.00394
15.62	0.0106	0.0041	0.00392
15.64	0.00998	0.00388	0.0039
15.66	0.00943	0.00369	0.00388
15.68	0.00894	0.00352	0.00386
15.7	0.0085	0.00337	0.00385
15.72	0.0081	0.00324	0.00383
15.74	0.00774	0.00313	0.00381
15.76	0.00742	0.00303	0.0038
15.78	0.00713	0.00293	0.00378
15.8	0.00686	0.00285	0.00377
15.82	0.00661	0.00277	0.00376
15.84	0.00639	0.0027	0.00374
15.86	0.00618	0.00264	0.00385
15.88	0.00599	0.00259	0.00384
15.9	0.00582	0.00253	0.00383
15.92	0.00566	0.00249	0.00382
15.94	0.00551	0.00244	0.00366
15.96	0.00537	0.0024	0.00366
15.98	0.00524	0.00236	0.00365
16	0.00522	0.00233	0.00364
