10.0013	9.350533447
10.0216	9.127418766
10.0418	9.208551377
10.0621	9.411382905
10.0823	9.366759969
10.1026	9.403269644
10.1228	9.22883453
10.1431	9.508742039
10.1633	9.711573567
10.1835	9.030059632
10.2038	9.273457466
10.224	9.524968561
10.2443	9.277514097
10.2645	9.541195083
10.2848	10.01176423
10.305	9.204494747
10.3253	9.492515517
10.3455	9.561478236
10.3658	9.910348465
10.386	9.662894
10.4063	9.703460306
10.4265	9.346476816
10.4468	9.382986491
10.467	9.675063892
10.4873	9.739969981
10.5075	9.484402255
10.5278	10.04421727
10.548	10.01176423
10.5683	10.14968967
10.5885	9.784592917
10.6087	9.524968561
10.629	10.13751978
10.6492	9.739969981
10.6695	10.01582086
10.6897	9.959028031
10.71	9.849499006
10.7302	9.869782159
10.7505	9.918461726
10.7707	9.305910511
10.791	10.0482739
10.8112	9.73185672
10.8315	10.09695347
10.8517	10.13751978
10.872	10.22270902
10.8922	10.31601152
10.9125	10.26327532
10.9327	9.764309764
10.953	9.890065312
10.9732	10.21459576
10.9935	9.930631617
11.0137	10.43365381
11.0339	10.19025597
11.0542	9.954971401
11.0744	10.17402945
11.0947	10.13751978
11.1149	9.975254554
11.1352	10.23082228
11.1554	10.33223804
11.1757	10.19025597
11.1959	10.51072979
11.2162	10.3930875
11.2364	10.41337065
11.2567	10.2470488
11.2769	10.02393412
11.2972	10.73384447
11.3174	10.28761511
11.3377	10.25110543
11.3579	10.26733195
11.3782	10.07261369
11.3984	10.3525212
11.4187	10.23893554
11.4389	10.66488175
11.4592	10.12940651
11.4794	10.18214271
11.4996	10.36874772
11.5199	10.45393696
11.5401	10.32818141
11.5604	10.50667316
11.5806	10.91639284
11.6009	10.97318567
11.6211	10.4985599
11.6414	10.70139142
11.6616	10.92044947
11.6819	10.68110827
11.7021	10.8312036
11.7224	10.25921869
11.7426	10.23487891
11.7629	10.57969251
11.7831	10.7906373
11.8034	10.52695631
11.8236	10.84743012
11.8439	10.52289968
11.8641	10.67299501
11.8844	10.74601436
11.9046	10.42959718
11.9248	10.37280435
11.9451	10.57563588
11.9653	10.6445986
11.9856	10.6324287
12.0058	10.42148392
12.0261	10.69733479
12.0463	10.54318283
12.0666	10.86365665
12.0868	10.5391262
12.1071	10.79875056
12.1273	10.18214271
12.1476	10.69327816
12.1678	10.45799359
12.1881	10.6445986
12.2083	10.76224088
12.2286	10.5391262
12.2488	10.42148392
12.2691	10.85554339
12.2893	10.62025881
12.3096	10.32818141
12.3298	10.72978784
12.35	10.42554055
12.3703	10.49044664
12.3905	10.60808892
12.4108	10.30384163
12.431	10.57563588
12.4513	10.51478642
12.4715	10.67299501
12.4918	10.3403513
12.512	10.13751978
12.5323	10.69327816
12.5525	10.05233053
12.5728	9.910348465
12.593	10.09695347
12.6133	10.55940935
12.6335	10.09289684
12.6538	10.0077076
12.674	10.1537463
12.6943	9.926574987
12.7145	9.841385745
12.7348	9.959028031
12.755	10.14968967
12.7752	10.29572837
12.7955	9.796762809
12.8157	9.898178573
12.836	9.890065312
12.8562	9.529025192
12.8765	10.0077076
12.8967	9.995537706
12.917	9.553364975
12.9372	10.31601152
12.9575	10.37280435
12.9777	9.58987465
12.998	9.58987465
13.0182	9.715630198
13.0385	9.8089327
13.0587	9.30185388
13.079	9.407326275
13.0992	9.115248874
13.1195	9.314023772
13.1397	9.395156383
13.16	9.249117683
13.1802	9.038172894
13.2004	9.167985072
13.2207	9.391099753
13.2409	8.981380066
13.2612	9.131475397
13.2814	8.831284735
13.3017	8.535150704
13.3219	8.989493327
13.3422	8.896190824
13.3624	8.912417346
13.3827	8.827228104
13.4029	8.912417346
13.4232	8.441848201
13.4434	8.705529187
13.4637	8.494584398
13.4839	8.737982232
13.5042	8.182223845
13.5244	8.802888321
13.5447	8.559490487
13.5649	8.267413087
13.5852	8.194393737
13.6054	7.963165794
13.6257	8.129487648
13.6459	7.983448947
13.6661	8.064581559
13.6864	8.214676889
13.7066	7.687314916
13.7269	8.14571417
13.7471	7.707598069
13.7674	7.512879802
13.7876	7.979392317
13.8079	7.707598069
13.8281	7.411464038
13.8484	7.358727841
13.8686	7.443917082
13.8889	7.460143605
13.9091	7.35061458
13.9294	7.131556529
13.9496	7.776560789
13.9699	7.326274796
13.9901	6.953064784
14.0104	7.196462618
14.0306	6.985517829
14.0509	7.022027504
14.0711	6.685327167
14.0913	7.395237516
14.1116	6.932781632
14.1318	6.685327167
14.1521	6.677213906
14.1723	7.005800982
14.1926	6.880045434
14.2128	6.827309237
14.2331	6.750233256
14.2533	6.514948684
14.2736	6.567684881
14.2938	6.226927914
14.3141	6.332400308
14.3343	6.571741512
14.3546	6.133625411
14.3748	6.076832583
14.3951	6.032209647
14.4153	6.259380958
14.4356	6.63259097
14.4558	5.890227577
14.4761	5.658999635
14.4963	6.133625411
14.5165	6.121455519
14.5368	6.076832583
14.557	5.594093546
14.5773	6.048436169
14.5975	5.796925074
14.6178	5.650886374
14.638	6.182304977
14.6583	5.577867024
14.6785	5.76447203
14.6988	5.379092126
14.719	5.959190297
14.7393	5.642773113
14.7595	6.003813233
14.7798	5.772585291
14.8	5.512960935
14.8203	5.760415399
14.8405	5.561640501
14.8608	5.744188877
14.881	5.423715062
14.9013	5.521074196
14.9215	5.47645126
14.9417	5.411545171
14.962	5.650886374
14.9822	6.206644761
15.0025	6.263437589
15.0227	7.273538599
