4.21144	4.17881E-09	4.17881E-06
4.32608	4.32544E-09	4.32544E-06
4.80408	4.55759E-09	4.55759E-06
5.42584	4.58203E-09	4.58203E-06
6.08312	4.41097E-09	4.41097E-06
6.75684	4.75309E-09	4.75309E-06
7.46006	4.59425E-09	4.59425E-06
8.21122	4.81419E-09	4.81419E-06
9.03454	4.25213E-09	4.25213E-06
9.8328	4.21547E-09	4.21547E-06
10.59562	4.25213E-09	4.25213E-06
11.4096	4.50872E-09	4.50872E-06
12.42848	4.08106E-09	4.08106E-06
13.2403	4.85084E-09	4.85084E-06
13.94132	4.48428E-09	4.48428E-06
14.71714	4.59425E-09	4.59425E-06
15.45258	4.61869E-09	4.61869E-06
16.19462	4.70422E-09	4.70422E-06
16.93114	4.82641E-09	4.82641E-06
17.6623	4.43541E-09	4.43541E-06
18.4018	4.16659E-09	4.16659E-06
19.12668	4.01997E-09	4.01997E-06
19.85824	4.301E-09	0.000004301
20.5683	4.692E-09	0.000004692
21.3058	4.65534E-09	4.65534E-06
22.0348	4.83863E-09	4.83863E-06
22.76918	4.8875E-09	4.8875E-06
23.51754	4.65534E-09	4.65534E-06
24.28352	5.30294E-09	5.30294E-06
25.04004	4.97303E-09	4.97303E-06
25.78284	5.05856E-09	5.05856E-06
26.53638	5.32738E-09	5.32738E-06
27.2873	5.22963E-09	5.22963E-06
28.0344	5.22963E-09	5.22963E-06
28.78678	4.83863E-09	4.83863E-06
29.54228	5.36403E-09	5.36403E-06
30.28086	6.13381E-09	6.13381E-06
31.03292	5.57175E-09	5.57175E-06
31.7993	5.76725E-09	5.76725E-06
32.53618	5.70616E-09	5.70616E-06
33.27314	6.07272E-09	6.07272E-06
34.04438	6.04828E-09	6.04828E-06
34.78596	6.35375E-09	6.35375E-06
35.53182	6.57369E-09	6.57369E-06
36.29082	6.47594E-09	6.47594E-06
37.0428	6.62256E-09	6.62256E-06
37.78506	7.07466E-09	7.07466E-06
38.53336	7.18463E-09	7.18463E-06
39.28606	6.86694E-09	6.86694E-06
40.04296	7.25794E-09	7.25794E-06
40.78928	6.96469E-09	6.96469E-06
41.5349	7.52675E-09	7.52675E-06
42.2801	7.38013E-09	7.38013E-06
43.02622	7.31903E-09	7.31903E-06
43.77532	8.06438E-09	8.06438E-06
44.52614	7.34347E-09	7.34347E-06
45.27444	7.99106E-09	7.99106E-06
46.02472	7.75891E-09	7.75891E-06
46.77338	7.83222E-09	7.83222E-06
47.52804	8.25988E-09	8.25988E-06
48.27972	7.73447E-09	7.73447E-06
49.02514	7.89331E-09	7.89331E-06
49.76362	7.94219E-09	7.94219E-06
50.50858	8.10103E-09	8.10103E-06
51.25694	8.08881E-09	8.08881E-06
52.00744	8.47981E-09	8.47981E-06
52.75996	8.43094E-09	8.43094E-06
53.50904	8.18656E-09	8.18656E-06
54.2597	8.55313E-09	8.55313E-06
55.00712	8.52869E-09	8.52869E-06
55.75792	8.46759E-09	8.46759E-06
56.50658	8.66309E-09	8.66309E-06
57.2466	8.84638E-09	8.84638E-06
57.98964	8.91969E-09	8.91969E-06
58.73824	8.87081E-09	8.87081E-06
59.48726	9.384E-09	9.384E-06
60.23844	9.23738E-09	9.23738E-06
60.9915	8.84638E-09	8.84638E-06
61.7406	9.39622E-09	9.39622E-06
62.48838	9.1885E-09	9.1885E-06
63.2342	8.89525E-09	8.89525E-06
63.97436	8.98078E-09	8.98078E-06
64.72368	9.70169E-09	9.70169E-06
65.47168	9.33512E-09	9.33512E-06
66.22102	9.72613E-09	9.72612E-06
66.97068	9.93384E-09	9.93384E-06
67.7203	9.86053E-09	9.86053E-06
68.46906	9.24959E-09	9.24959E-06
69.21404	8.993E-09	0.000008993
69.95268	9.09075E-09	9.09075E-06
70.69726	9.49397E-09	9.49397E-06
71.44754	9.20072E-09	9.20072E-06
72.19932	9.71391E-09	9.71391E-06
72.9528	9.39622E-09	9.39622E-06
73.70278	9.34734E-09	9.34734E-06
74.45244	9.11519E-09	9.11519E-06
75.19746	9.56728E-09	9.56728E-06
75.93564	9.12741E-09	9.12741E-06
76.67974	9.09075E-09	9.09075E-06
77.42816	8.89525E-09	8.89525E-06
78.17884	9.1885E-09	9.1885E-06
78.92992	9.01744E-09	9.01744E-06
79.6763	9.54284E-09	9.54284E-06
80.42704	9.11519E-09	9.11519E-06
81.17518	8.71197E-09	8.71197E-06
81.9157	9.15184E-09	9.15184E-06
82.66234	9.11519E-09	9.11519E-06
83.41194	1.05692E-08	1.05692E-05
84.162	1.25975E-08	1.25975E-05
84.9123	1.64587E-08	1.64587E-05
85.66188	2.65391E-08	2.65391E-05
86.40896	3.73649E-08	3.73649E-05
87.15434	3.8428E-08	3.8428E-05
87.8927	3.91611E-08	3.91611E-05
88.63646	3.95032E-08	3.95032E-05
89.38572	4.00408E-08	4.00408E-05
90.13722	4.02852E-08	4.02852E-05
90.88938	4.05296E-08	4.05296E-05
91.64578	4.13483E-08	4.13483E-05
92.39652	4.11894E-08	4.11894E-05
93.14616	4.13605E-08	4.13605E-05
93.88794	4.19958E-08	4.19958E-05
94.62672	4.17515E-08	4.17515E-05
95.37164	4.23991E-08	4.23991E-05
96.12046	4.22647E-08	4.22647E-05
96.87162	4.24724E-08	4.24724E-05
97.62178	4.28145E-08	4.28145E-05
98.37236	4.30711E-08	4.30711E-05
99.12232	4.26801E-08	4.26801E-05
99.86964	4.26801E-08	4.26801E-05
100.617	4.34377E-08	4.34377E-05
101.3582	4.39142E-08	4.39142E-05
102.1008	4.36209E-08	4.36209E-05
102.85	4.33277E-08	4.33277E-05
103.6006	4.33399E-08	4.33399E-05
104.354	4.42319E-08	4.42319E-05
105.1054	4.36576E-08	4.36576E-05
105.8586	4.35476E-08	4.35476E-05
106.6054	4.40486E-08	4.40486E-05
107.3554	4.39875E-08	4.39875E-05
108.104	4.42808E-08	4.42808E-05
108.8526	4.46718E-08	4.46718E-05
109.5952	4.49161E-08	4.49161E-05
110.3338	4.44518E-08	4.44518E-05
111.08	4.46107E-08	4.46107E-05
111.83	4.44029E-08	4.44029E-05
112.5804	4.49528E-08	4.49528E-05
113.3308	4.51238E-08	4.51238E-05
114.0852	4.46351E-08	4.46351E-05
114.838	4.49161E-08	4.49161E-05
115.59	4.54904E-08	4.54904E-05
116.3398	4.47328E-08	4.47328E-05
117.0908	4.55026E-08	4.55026E-05
117.8394	4.49283E-08	4.49283E-05
118.5784	4.54293E-08	4.54293E-05
119.3182	4.58936E-08	4.58936E-05
