10.0163	-0.026205152	-0.014265611
10.02555	-0.026206585	-0.014266391
10.0387	-0.0262099	-0.014268196
10.06005	-0.026208103	-0.014267218
10.0876	-0.026206797	-0.014266507
10.1213	-0.026208523	-0.014267446
10.15955	-0.026206691	-0.014266449
10.2041	-0.026204947	-0.0142655
10.2558	-0.02620813	-0.014267233
10.2961	-0.026209084	-0.014267752
10.3714	-0.026205603	-0.014265857
10.4664	-0.026209456	-0.014267954
10.53175	-0.026203538	-0.014264733
10.5809	-0.026205895	-0.014266016
10.63315	-0.026208626	-0.014267503
10.70205	-0.026205693	-0.014265906
10.7708	-0.026208983	-0.014267697
10.8373	-0.026204944	-0.014265498
10.88365	-0.026205952	-0.014266047
10.9321	-0.026207299	-0.01426678
10.9927	-0.026204307	-0.014265151
11.04605	-0.026206269	-0.014266219
11.0988	-0.026207841	-0.014267075
11.1516	-0.026203269	-0.014264586
11.20285	-0.026206775	-0.014266495
11.24035	-0.026203635	-0.014264786
11.2845	-0.026206199	-0.014266181
11.34185	-0.026209726	-0.014268101
11.39325	-0.026201755	-0.014263762
11.44525	-0.026203001	-0.01426444
11.511	-0.026204245	-0.014265118
11.579	-0.026206571	-0.014266384
11.6339	-0.026209186	-0.014267807
11.68645	-0.026205533	-0.014265819
11.73815	-0.026206429	-0.014266307
11.7768	-0.026208254	-0.0142673
11.8168	-0.026205816	-0.014265973
11.8598	-0.026204413	-0.014265209
11.9183	-0.026205677	-0.014265897
11.9741	-0.026205304	-0.014265694
12.0143	-0.026203475	-0.014264698
12.0681	-0.026208009	-0.014267167
12.1219	-0.026203603	-0.014264768
12.17575	-0.026206935	-0.014266582
12.2295	-0.026202889	-0.014264379
12.2563	-0.026209302	-0.014267871
12.29955	-0.026200887	-0.01426329
12.3689	-0.026208774	-0.014267583
12.424	-0.026201859	-0.014263819
12.4781	-0.026202888	-0.014264379
12.5293	-0.026205983	-0.014266064
12.5691	-0.026203446	-0.014264683
12.61265	-0.026203114	-0.014264502
12.66905	-0.026203618	-0.014264776
12.72225	-0.026204352	-0.014265176
12.7756	-0.026211778	-0.014269218
12.81565	-0.026207264	-0.014266761
12.8594	-0.026204815	-0.014265428
12.91655	-0.02619875	-0.014262126
12.97	-0.026203186	-0.014264541
13.02625	-0.026202249	-0.014264031
13.0682	-0.026202969	-0.014264423
13.1061	-0.026203105	-0.014264497
13.1581	-0.026203805	-0.014264878
13.21055	-0.026201823	-0.014263799
13.262	-0.02619919	-0.014262366
13.3139	-0.02620463	-0.014265327
13.3537	-0.026203475	-0.014264698
13.39995	-0.026201719	-0.014263742
13.4591	-0.026203225	-0.014264562
13.5117	-0.026203116	-0.014264503
13.5648	-0.026202702	-0.014264278
13.60495	-0.026203165	-0.01426453
13.6448	-0.026206193	-0.014266178
13.6978	-0.02620205	-0.014263923
13.75075	-0.026196585	-0.014260948
13.79065	-0.026204668	-0.014265348
13.8462	-0.026199702	-0.014262644
13.89995	-0.026197301	-0.014261337
13.93675	-0.026202643	-0.014264245
13.9901	-0.026200132	-0.014262879
