10.00335	-0.053335238
10.0022	-0.0533333
10.001	-0.053329956
10.0005	-0.05332504
10.0003	-0.053328003
10.0003	-0.053338098
10.00035	-0.053326766
10.00015	-0.053342394
9.9995	-0.053330389
9.9986	-0.053331501
9.9991	-0.053335955
9.99995	-0.053327496
9.99975	-0.053325394
10.0001	-0.053336113
10.0008	-0.053334589
10.00085	-0.053328635
10.0007	-0.053333783
10.0009	-0.053326939
10.00075	-0.053331118
10.00045	-0.053328397
10.0006	-0.053340738
10.00105	-0.053329107
10.0013	-0.053333204
10.0016	-0.05333483
10.00175	-0.05333219
10.0016	-0.0533226
10.0017	-0.053329619
10.0015	-0.053334506
10.0012	-0.053331286
10.0016	-0.053330919
10.00135	-0.053333044
10.0003	-0.053335471
10.00045	-0.053334286
10.00105	-0.05333299
10.0013	-0.053327057
10.0014	-0.053332781
10.0009	-0.053335889
10.00035	-0.053331123
9.99995	-0.053342685
9.99965	-0.053326789
9.99985	-0.053331268
10.00055	-0.053335182
10.00045	-0.053325332
10.00055	-0.053332361
10.00165	-0.053329559
10.00195	-0.053339504
10.002	-0.053336069
10.00225	-0.053326723
10.0025	-0.053341698
10.00215	-0.053338049
10.00145	-0.053330492
10.00125	-0.053333885
10.0014	-0.053340721
10.00155	-0.053328737
10.00155	-0.053333053
10.00125	-0.053332882
10.0016	-0.053337475
10.002	-0.053326252
10.00115	-0.053337154
10.00055	-0.053340116
10.00055	-0.053336362
10.0007	-0.053324848
10.0009	-0.053331533
10.0015	-0.053334025
10.0055	-0.053336102
10.01175	-0.053328226
10.017	-0.05333116
10.0214	-0.053333724
10.0233	-0.053334967
10.02285	-0.05333019
10.0226	-0.053336045
10.0218	-0.053337556
10.0188	-0.053327745
10.01575	-0.053330983
10.01205	-0.053331388
10.008	-0.053331193
10.0054	-0.053333901
10.0009	-0.053330886
9.99775	-0.053329444
9.9965	-0.053297766
9.9945	-0.053330633
9.99345	-0.053332784
9.9936	-0.053330916
9.9943	-0.053334177
9.9947	-0.053337697
9.995	-0.053329154
9.9955	-0.0533348
9.9966	-0.053333805
9.99755	-0.053337906
9.9984	-0.053331478
9.99925	-0.053339126
10.00015	-0.053337817
10.0008	-0.053330753
10.0009	-0.053332852
10.0013	-0.053335972
10.002	-0.053333377
10.0016	-0.053332604
10.00105	-0.053336381
10.00125	-0.053332913
10.00195	-0.053331523
10.0026	-0.053332191
10.0015	-0.053336449
10.0011	-0.053336852
10.0032	-0.053342877
10.0056	-0.053332215
10.0074	-0.053333716
10.00845	-0.053332431
10.00885	-0.053334091
10.0088	-0.053331593
10.0085	-0.053333091
10.008	-0.053339997
10.00675	-0.053325789
10.0052	-0.053332831
10.0036	-0.053333629
10.00265	-0.053337223
10.00165	-0.053320955
10.0001	-0.053333677
9.9986	-0.05333244
9.99745	-0.053338243
9.99705	-0.053329411
9.99635	-0.053331427
9.9958	-0.053337723
9.9961	-0.053332954
9.9968	-0.053326213
9.9972	-0.053329424
9.9971	-0.053340006
9.99775	-0.053324029
9.9984	-0.053335666
9.9989	-0.053334286
10.00005	-0.053330976
10.0009	-0.053335238
10.0015	-0.053341581
10.00155	-0.053326969
10.00145	-0.053330317
