10	0.10812	0.05887	0.08556	13.84850803
10.02	0.00415	0.00264	0.00598	12.31828615
10.04	0.00414	0.00264	0.00605	12.94950268
10.06	0.00413	0.00263	0.00612	12.56694721
10.08	0.00412	0.00262	0.00621	13.92501913
10.1	0.00411	0.00262	0.00632	11.85921959
10.12	0.0041	0.00261	0.00644	12.16526396
10.14	0.00409	0.0026	0.00659	10.90283091
10.16	0.00408	0.0026	0.00676	11.82096404
10.18	0.00407	0.00259	0.00697	12.29915838
10.2	0.00406	0.00258	0.00721	12.6434583
10.22	0.00417	0.00258	0.00752	12.33741393
10.24	0.00416	0.00257	0.00789	11.43840857
10.26	0.00415	0.00256	0.00836	12.0696251
10.28	0.00415	0.00256	0.00896	12.26090283
10.3	0.00414	0.00255	0.00973	10.82631982
10.32	0.00413	0.00255	0.01077	11.0558531
10.34	0.00412	0.00254	0.01218	11.993114
10.36	0.00411	0.00253	0.0142	11.59143076
10.38	0.0041	0.00253	0.0172	10.90283091
10.4	0.00409	0.00252	0.02195	11.30451415
10.42	0.00408	0.00252	0.03014	12.18439174
10.44	0.00408	0.00251	0.04609	12.2800306
10.46	0.00407	0.0025	0.0901	11.82096404
10.48	0.00406	0.0025	0.39674	11.18974751
10.5	0.00405	0.00249	1.36226	11.97398623
10.52	0.00404	0.00249	1.17555	11.24713083
10.54	0.00403	0.00248	0.58684	10.57765876
10.56	0.00403	0.00247	0.13705	11.6296863
10.58	0.00402	0.00247	0.05183	12.52869166
10.6	0.00401	0.00246	0.03197	13.21729151
10.62	0.004	0.00246	0.02259	10.38638103
10.64	0.00399	0.00245	0.01733	10.99846978
10.66	0.00399	0.00245	0.01408	9.563886764
10.68	0.00398	0.00244	0.01194	11.20887529
10.7	0.00397	0.00244	0.01044	10.92195868
10.72	0.00396	0.00243	0.00936	10.86457536
10.74	0.00396	0.00242	0.00855	10.74980872
10.76	0.00395	0.00242	0.00793	11.57230298
10.78	0.00394	0.00241	0.00745	10.30986993
10.8	0.00393	0.00241	0.00706	10.71155318
10.82	0.00393	0.0024	0.00674	10.78806427
10.84	0.00392	0.0024	0.00648	10.84544759
10.86	0.00391	0.00239	0.00626	10.90283091
10.88	0.0039	0.00239	0.00608	11.0558531
10.9	0.0039	0.00238	0.00592	10.15684774
10.92	0.00389	0.00238	0.00579	9.965570008
10.94	0.00388	0.00237	0.00567	10.42463657
10.96	0.00388	0.00237	0.00557	10.63504208
10.98	0.00387	0.00236	0.00548	10.61591431
11	0.00386	0.00236	0.0054	9.047436878
11.02	0.00386	0.00235	0.00533	11.17061974
11.04	0.00385	0.00235	0.00526	11.13236419
11.06	0.00384	0.00234	0.0052	10.19510329
11.08	0.00384	0.00234	0.00515	10.1185922
11.1	0.00383	0.00233	0.00511	9.104820199
11.12	0.00382	0.00233	0.00506	10.82631982
11.14	0.00382	0.00232	0.00502	9.449120122
11.16	0.00381	0.00232	0.00499	9.621270084
11.18	0.0038	0.00231	0.00495	10.38638103
11.2	0.0038	0.00231	0.00492	9.812547819
11.22	0.00379	0.0023	0.00489	9.506503443
11.24	0.00379	0.0023	0.00487	9.812547819
11.26	0.00378	0.00229	0.00484	10.42463657
11.28	0.00377	0.00229	0.00482	8.932670237
11.3	0.00377	0.00229	0.0048	9.104820199
11.32	0.00376	0.00228	0.00478	9.410864575
11.34	0.00376	0.00228	0.00476	9.257842387
11.36	0.00375	0.00227	0.00474	10.86457536
11.38	0.00374	0.00227	0.00473	9.143075746
11.4	0.00374	0.00226	0.00485	8.990053558
11.42	0.00373	0.00226	0.00484	8.473603673
11.44	0.00373	0.00225	0.00483	8.703136955
11.46	0.00372	0.00225	0.00469	8.358837031
11.48	0.00372	0.00224	0.00468	7.785003826
11.5	0.00371	0.00224	0.00462	7.287681714
11.52	0.00371	0.00224	0.00461	7.383320581
11.54	0.0037	0.00223	0.00461	8.358837031
11.56	0.0037	0.00223	0.00461	8.798775822
11.58	0.00369	0.00222	0.00461	8.798775822
11.6	0.00369	0.00222	0.00461	7.708492731
11.62	0.00368	0.00222	0.00461	7.440703902
11.64	0.00368	0.00221	0.00461	8.320581484
11.66	0.00367	0.00221	0.00461	8.224942617
11.68	0.00367	0.0022	0.00461	7.899770467
11.7	0.00366	0.0022	0.00461	7.498087223
11.72	0.00366	0.00219	0.00461	6.23565417
11.74	0.00365	0.00219	0.00461	8.454475899
11.76	0.00365	0.00219	0.00461	7.612853864
11.78	0.00365	0.00218	0.00461	6.962509564
11.8	0.00364	0.00218	0.00461	7.459831676
11.82	0.00364	0.00217	0.00461	7.096403979
11.84	0.00363	0.00217	0.00461	6.962509564
11.86	0.00363	0.00217	0.00461	7.249426167
11.88	0.00362	0.00216	0.00462	7.306809487
11.9	0.00362	0.00216	0.00462	7.21117062
11.92	0.00362	0.00216	0.00462	7.459831676
11.94	0.00361	0.00215	0.00463	6.407804132
11.96	0.00361	0.00215	0.00463	7.058148432
11.98	0.0036	0.00214	0.00463	6.178270849
12	0.0036	0.00214	0.00464	6.312165264
12.02	0.0036	0.00214	0.00464	7.612853864
12.04	0.00359	0.00213	0.00465	6.503442999
12.06	0.00359	0.00213	0.00465	6.484315226
12.08	0.00359	0.00213	0.00466	7.440703902
12.1	0.00358	0.00212	0.00466	6.809487376
12.12	0.00358	0.00212	0.00467	7.058148432
12.14	0.00358	0.00211	0.00468	7.440703902
12.16	0.00357	0.00211	0.00468	5.96786534
12.18	0.00357	0.00211	0.00469	7.039020658
12.2	0.00357	0.0021	0.0047	6.350420811
12.22	0.00357	0.0021	0.00471	6.120887529
12.24	0.00356	0.0021	0.00472	6.407804132
12.26	0.00356	0.00209	0.00473	5.872226473
12.28	0.00368	0.00209	0.00474	6.637337414
12.3	0.00368	0.00209	0.00475	5.604437643
12.32	0.00368	0.00208	0.00476	6.713848508
12.34	0.00368	0.00208	0.00477	5.241009946
12.36	0.00368	0.00208	0.00478	6.924254017
12.38	0.00368	0.00207	0.0048	6.006120888
12.4	0.00368	0.00207	0.00481	4.954093344
12.42	0.00368	0.00207	0.00483	5.795715379
12.44	0.00368	0.00206	0.00484	6.044376435
12.46	0.00368	0.00206	0.00486	5.642693191
12.48	0.00368	0.00206	0.00488	6.120887529
12.5	0.00368	0.00205	0.0049	5.508798776
12.52	0.00368	0.00205	0.00491	4.858454476
12.54	0.00368	0.00205	0.00493	5.107115532
12.56	0.00368	0.00204	0.00496	5.049732211
12.58	0.00368	0.00204	0.00498	5.776587605
